text,topic
"MLB Standings and Scores for Tuesday, April 6th, 1993
	                 (including yesterday's games)

NATIONAL WEST	      Won  Lost   Pct.    GB   Last 10   Streak    Home   Road
Atlanta Braves         01   00   1.000    --     1-0      Won 1   00-00  01-00
Cincinnati Reds        01   00   1.000    --     1-0      Won 1   01-00  00-00
San Diego Padres       00   00    .000   0.5     0-0       ---    00-00  00-00
San Francisco Giants   00   00    .000   0.5     0-0       ---    00-00  00-00
Colorado Rockies       00   01    .000   1.0     0-1     Lost 1   00-00  00-01
Houston Astros         00   01    .000   1.0     0-1     Lost 1   00-01  00-00
Los Angeles Dodgers    00   01    .000   1.0     0-1     Lost 1   00-00  00-01

NATIONAL EAST
Florida Marlins        01   00   1.000    --     1-0      Won 1   01-00  00-00
New York Mets          01   00   1.000    --     1-0      Won 1   01-00  00-00
Philadelphia Phillies  01   00   1.000    --     1-0      Won 1   00-00  01-00
Pittsburgh Pirates     00   00    .000   0.5     0-0       ---    00-00  00-00
St. Louis Cardinals    00   00    .000   0.5     0-0       ---    00-00  00-00
Chicago Cubs           00   01    .000   1.0     0-1     Lost 1   00-01  00-00
Montreal Expos         00   01    .000   1.0     0-1     Lost 1   00-00  00-01


AMERICAN WEST         Won  Lost   Pct.    GB   Last 10   Streak    Home   Road
Oakland Athletics      01   00   1.000    --     1-0      Won 1   01-00  00-00
Texas Rangers          01   00   1.000    --     1-0      Won 1   00-00  01-00
California Angels      00   00    .000   0.5     0-0       ---    00-00  00-00
Chicago White Sox      00   00    .000   0.5     0-0       ---    00-00  00-00
Minnesota Twins        00   00    .000   0.5     0-0       ---    00-00  00-00
Seattle Mariners       00   00    .000   0.5     0-0       ---    00-00  00-00
Kansas City Royals     00   01    .000   1.0     0-1     Lost 1   00-01  00-00

AMERICAN EAST
Boston Red Sox         01   00   1.000    --     1-0      Won 1   00-00  01-00
New York Yankees       01   00   1.000    --     1-0      Won 1   00-00  01-00
Milwaukee Brewers      00   00    .000   0.5     0-0       ---    00-00  00-00
Toronto Blue Jays      00   00    .000   0.5     0-0       ---    00-00  00-00
Baltimore Orioles      00   01    .000   1.0     0-1     Lost 1   00-01  00-00
Cleveland Indians      00   01    .000   1.0     0-1     Lost 1   00-01  00-00
Detroit Tigers         00   01    .000   1.0     0-1     Lost 1   00-00  00-01


			     YESTERDAY'S SCORES

NATIONAL LEAGUE				AMERICAN LEAGUE

Montreal	1			New York	9
Cincinnati	2			Cleveland	1

Atlanta		1			Texas		7
Chicago		0			Baltimore	4

Los Angeles	3			Boston		3
Florida		6			Kansas City	1

Philadelphia	3			Detroit		4
Houston		1			Oakland		9

Colorado	0			California   IDLE
New York	3			Chicago      IDLE		

Pittsburgh   IDLE			Milwaukee    IDLE
St. Louis    IDLE			Minnesota    IDLE

San Diego    IDLE			Seattle	     IDLE
San FranciscoIDLE			Toronto      IDLE
-- 
-------------------------------------------------------------------------------
Joseph Hernandez          |    RAMS  | |    /.\  ******* _|_|_  / |   LAKERS
jtchern@ocf.Berkeley.EDU  |   KINGS  | |__ |   | DODGERS _|_|_  | |   RAIDERS
jtcent@soda.Berkeley.EDU  |  ANGELS  |____||_|_| *******  | |  |___|  CLIPPERS",sports
"
Do you realize how many smiles are crossing faces after you wrote that?
(-;

gld",sports
"Rogers is the ""one-batter lefty"" in the bullpen.  Dusty has also said he
trusts Rogers to get the final out in a ballgame where Beck is
unavailable, so you might see a couple of saves for Kevin.  Then again, if
any of the regular rotation falters, Rogers is a possible candidate to
start, though this would appear less likely now that Dave Burba did well
in an emergency start.",sports
": 
: And, while we are on the subject, has a captain ever been traded, 
: resigned, or been striped of his title during the season? Any other 
: team captain trivia would be appreciated.
: 

Luc Robitaille was captain of the Kings the first third of the season,
until The Great One came back from his disc injury. It was kind of
awkward, but Melrose appointed (anointed?) TGO as captain immediately upon
his return, after which he did not score a goal for something like 10
games.

I think Luc should have remained Captain all season.",sports
"RA>    Here's the point: there are far too many Europeans in the NHL. 
R> I am sick of watching a game between an American and a Canadian 
RA> team (let's say, the Red Wings and the Canucks) and seeing names 
R> like ""Bure"" ""Konstantinov"" and ""Borshevshky"". Is this North America 
RA> isn't it?
 
I disagree.  I think the NHL should feature the best hockey talent in
the world -- regardless of nationality.  I have to admit that when I 
see players like Gretzky and Messier traded off to the US because the
Canadian teams can't afford them, I have been know to say (only half-
seriously) that we'd probably be better off if we had our own Canadian
hockey league for Canadian players! ;-)

RA> I'm all for the creation of a European Hockey League, and let 
RA> te Bures and Selannes of the world play on their own continent.    

RA> 
RA> I just don't want themon mine.   
 
Again, it doesn't matter to me -- Russian, Finnish, Mexican, Albertan,
New Yorker, black, white, korean, martian, plutoneon, ... it doesn't
matter.
 
Any of them can put a Leafs' jersey on if they can put the puck in! 
:-)",sports
"

Roberts played in last night game against the Sharks and got a goal (38th)
and an assist.

This definitely bolsters Calgary's chances in the playoffs.


							Rahim Hirji


 ",sports
"ekdfc@ttacs1.ttu.edu (David Coons):
 > > The rules say baseball is a game between two teams of nine
 > > players each.  Let's keep it that way. 

niepornt@phoenix.Princeton.EDU (David Marc Nieporent):
 > Not any more the rules don't say that.  So that's a pretty dumb
 > argument.


REALLY???  My little mind be boggled!  I don't have a 1993 Rule Book
yet, so David, would you please post the new wording of Rule 1.01 -- I
am MIGHTILY curious!  Much thanks.",sports
"
What, did you leave the room each of the 100 or so times they said that
there WERE NO OTHER NIGHT BASEBALL GAMES? Every break they took back at
the studio mentioned it, followed by 'so...we're gonna show you hockey
instead.' My wife and I are hoping for rain at every baseball game they
have a feed for tommorrow night...

Point is, be glad they showed hockey, but if baseball was available
anywhere else you can bet you would've watched baseball last night.",sports
"

I've had, and still have a few aluminum sticks.  I got my first when I was 15
(a Christian), and broke the shaft halfway through the season, two years 
later.  I bought another (a Canadian) at the beginning of the next season, 
and I still have it.  I also have an Easton, that a friend was getting rid 
off, after giving up the game.  I find that Easton blades are easier to get, 
but all brands of blades are pretty well interchangeable.  Watch out for 
dried up bits of firewood, that some stores pass off as blades.  In my 
experiences, the blades of an aluminum break more often than regular sticks, 
but I've only ever broken one aluminum shaft.

I like aluminum sticks.  The blades are quickly changed, even on the bench 
if you have to.  On the downside, the shaft won't break if you decide to 
impale yourself on it :-)

Ciao,
Mark S.",sports
" Farr's ERA is in the
",sports
"
Look, asshole, I got him confused with somebody else.  I didn't flame
you, and I would appreciate it if you extended me the same courtesy.

No, I don't know everything in the world.  Does that surprise you?",sports
"Hi all,

Due to living in the Bay Area, I as unable to see Vancouver's victory over
the Jets last night.  I know the score, but that rarely describes the game.
Could someone please post a brief sonapsis (sp?) of waht happened.  How well
did each team play?  Were the cannucks deserving of the victory?

Also, could some kind soul please email me the end of season, individual
player stats?

Greg",sports
"  The roar at Michigan and Trumbull should be loader than ever this year.  With
Mike Illitch at the head and Ernie Harwell back at the booth, the tiger bats
will bang this summer.  Already they have scored 20 runs in two games and with
Fielder, Tettleton, and Deer I think they can win the division.  No pitching!
Bull!  Gully, Moore, Wells, and Krueger make up a decent staff that will keep
the team into many games.  Then there is Henneman to close it out.  Watch out
Boston, Toronto, and Baltimore - the Motor City Kittys are back.
",sports
